,T0,T5,T8,T1,T3,T2,T4,T7,T6,T9,T10,T12,T11,T13,T17,T18,T19,T14,T15,T16,T20,T21,T25,T26,T27,T28,T29,T22,T24,T23,T30,T33,T36,T38,T34,T35,T37,T39,T32,T31,T40,T43,T44,T46,T47,T49,T42,T41,T48,T45,T50,T51,T52,T53,T54,T57,T55,T56,T59,T58,T60,T61,T63,T69,T64,T62,T67,T68,T66,T65,T70,T72,T73,T75,T76,T78,T71,T74,T77,T79,cost
M759,0.7945742872171788,0.7369924217758022,0.9195640574712555,0.8799213671585652,0.7549845209027612,0.7244776385763555,0.9319870306358555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.13131110684562
M643,0.8241383175368591,0.8768054303836545,,0.9503758952311264,0.8742015443537491,0.8046113553440912,0.7251203042677681,0.797014865871651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.02788258049674
M701,0.9456896601636715,0.865724636173259,0.9016558995679675,0.8376805729072981,0.7838840876528193,,0.8306300578926745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3743760042734
M233,0.7779752493021765,0.9180912819939246,0.8444069932401359,0.7867311721061475,0.9371336422736837,0.8865183843145976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.27937511743728
M747,0.7566796647100139,0.9056371214924377,0.7660186145979848,0.9584309454781221,0.862163371277443,,,0.8869744523561844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.43785553633819
M161,0.7701253335254078,0.9707064956045955,,0.8352178203319011,,0.9553699135444405,0.8423952060368254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9458722719695
M110,0.8231890702207935,0.8404431844546535,,0.9149122766117938,,,,,0.8708156499078363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.359537211472674
M265,0.8546504863236536,0.8072123707230686,0.8809468530392246,0.8226986060467391,0.8723126762459754,0.882751992455491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.21578919201141
M562,0.7157357647973593,0.8395167826438154,,,0.9070267808723755,0.7892303022914764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.04833423513581
M437,0.7485237962513294,0.8342056953544499,,0.818678161636859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.558340032150916
M728,0.8401278858773953,0.7225606446440018,0.7689808026569478,0.822622118885075,,,0.7065568941034883,0.8298223564926541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.130756798785377
M566,0.7838677437538557,0.9496091063062624,,0.8191429916473953,0.8828926664495979,0.9399015257867781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7897096707315
M536,0.8205224560328925,0.7966346720520261,0.970153895338429,0.8977582631554681,,0.7733300006939877,,,0.8311815868083976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.15766050889668
M228,0.8163336596803341,0.8423554836735964,0.7115689557761344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.04842856116068
M658,0.8443470052732165,0.8084247460445174,,,0.8883042024246862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.425812678524384
M781,0.7341598134649369,0.7055731906389677,0.8985752155574711,0.8599831572126133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.73318583350979
M310,0.8629333348934926,0.7163240852115047,0.7971785414105294,0.8273238297915595,,0.7300193782217029,,0.8885775030205971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.73227121708213
M337,0.7614867190302361,0.8616728727882224,0.8970168760419679,0.7938395344217583,0.7403614496806529,0.7835689095416738,,0.9150171838110754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.24879634830134
M526,0.8598516634721223,0.8089094484794735,0.7516906562958048,0.9400646851947085,,0.7637585487525269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.90781549259302
M222,0.9138361147003966,0.8935728527748912,0.8855194668136013,0.778398364731578,0.9124674405748148,0.7077919903695411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.863827323042045
M646,0.970775748130359,0.798329900129913,,0.8272558451870173,0.776556959152847,0.8414016316656893,0.8724305488982191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.582952123638023
M791,0.8752806879000135,0.9293829205930249,0.8214392657936397,0.8232301210394085,0.7169195481098558,0.9734215141660696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.01587269132691
M251,0.7351859347513741,0.8555455034097489,,0.873212047460281,,,,0.7314224533870014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.88261340143554
M215,0.7054791548999693,0.8438229815194808,0.7739062982476844,0.7284670225153748,0.7651886621509874,,0.8176662520326136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.16475173464899
M383,0.9320464248643655,0.7269638965926005,,0.9012648787547024,0.711702339482436,,0.7093154453612436,,0.906541001193948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.62556601523136
M329,0.9746791969901097,0.9307052834409016,,0.7129517965137852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.06417723583306
M686,0.9388563071523153,0.9068639250573658,0.710424980381642,0.7266219210609469,0.9548524258435026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59799216537068
M680,0.8753855828604877,0.8032822642883848,,0.7258754920735375,0.7501339701763607,0.8843536987731802,0.7474700869150493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.48468954612129
M124,0.8406136234962719,0.9524461936584634,,0.7714700249931805,0.9008672159677723,0.9411788105951127,,0.8153800591389097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.159949151863
M144,0.8802603630594159,0.8900945219744786,,0.7390871517345388,,,,0.8636280031339191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9013239610238
M502,0.758557011767443,0.8121732139571748,,0.7191444584458632,0.7436679068091934,0.7378536194878068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.215858902005081
M290,0.722561525772532,0.8386280745087824,0.7916002495111494,0.7444133528450876,,0.7213479124689524,,,0.8102900667682822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66544688195318
M666,0.8560422425520857,0.9370018245079693,,,0.9769010128196439,0.9686537142353858,0.8513672236519103,,0.8013894909427284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.14597831937776
M569,0.969037446963883,0.7048733567754113,,,0.8589523795093237,0.7684154069864126,0.78653023828965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.09400548011386
M777,0.9417754898671216,0.9722419250966089,,0.972583576979897,0.7659137628241413,0.7146590927518622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.659124815728024
M9,0.849765475267601,0.8159234418719088,,0.8550389994248521,0.846495912102586,0.9074791826875411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.052981733896855
M525,0.9580873676513665,0.8164343862529148,,0.7738879287527164,,0.9682092657756701,0.7967712367332151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.055773409919865
M521,0.7277687986883239,0.7567461506918783,,0.8812432840724541,0.768979805211526,0.7773273541285355,,0.7679430718569983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.45082628405606
M360,0.8666400603141379,0.8348773786009763,0.9302950968827939,0.8725090462603752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.66159001059722
M404,0.9389924779839924,0.705548387564121,,0.9741868254994259,0.9356734175905895,,0.8824085254042385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8955299160146
M263,0.9026683614164471,,0.9176798382244507,0.9406362029870099,0.9319979224120767,0.8341980515748308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.693649886373784
M648,0.9254623550266736,0.835773970299692,,0.7277271202104858,,,,0.8888431495534238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.50165880634823
M70,0.819317771515492,0.9192618832778306,,0.9606357073394427,0.7991499885794411,0.8193642877664911,,0.8435328315723045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55312012093534
M157,0.7715632715247843,0.884683720236669,,0.8953249499093932,,,0.8935779466091742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.15150049647653
M579,0.7701671178397588,0.9453397406371855,0.8092475909664728,0.7180179638387261,0.8546013349915853,0.8510903835920611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.71747955102653
M659,0.7474280540321944,0.8482215464033387,0.8981108796450032,0.8192760338066792,,0.8044611952979928,0.7472718022966943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.52961318035999
M640,0.8926647828053429,0.8969758664331998,0.8888569276688953,,0.8113412055662709,,0.7659100224777481,0.7625139181643762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.77650907682849
M468,0.7905866336318529,0.7259580421311045,0.9593041390514824,0.848119223185957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.44577425511096
M422,0.9312989271110266,0.9745092561513116,,0.826521769481557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.19140034424375
M148,0.8975159867286826,0.9147204225943683,0.7144493603599373,0.8261743418000133,0.9781507944911586,,0.9590881590487038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.907030769323256
M675,0.7889917008879113,0.8265685527346264,0.7478226221303228,0.74912819044591,0.9768516005795129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.267676458677546
M440,0.9346525148120813,0.8672992222938958,0.8457866711571257,,,0.9077986404618735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.79879651363717
M576,0.8317370713004203,0.9160647966193995,0.9668917979896083,0.9485205354826736,0.7445860309620463,0.8230215711362316,0.8279331896581746,0.9716158290726049,0.8748189968472994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.02267840035063
M44,0.7245789794687894,0.8269410040996774,,0.8176443427263023,0.9135790258525354,0.9409217314796399,0.7155598469097963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7353578153257
M59,0.7293650992402761,0.7382846879183533,,0.9192166321448587,,,0.9445454473594705,0.7463823744111933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.64896977878736
M39,0.8786466242484732,0.7093877865625727,0.7952359349903484,,0.7144370809050745,,0.76712313615158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.10778163338648
M609,0.8773064179616099,0.7664781777941829,,,0.7464253071653888,0.8537349641019827,,0.7707574107857562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.103786240555648
M622,0.7808016497264634,0.8671338543120921,0.865101565384886,0.7733394871823726,,0.8330088487761317,0.8274907000877341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.268799082165295
M323,0.7710064561682898,0.9518082928967819,0.89803679089804,0.7559041968759661,,0.7234252227180046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.83904347143408
M454,0.7640591821562763,,0.7796288975530361,0.7439505439141819,0.9772147075223803,0.9160732680092601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.56661595274261
M639,0.7934812428467204,0.8706256042045496,0.9282509011786115,0.9108421201227365,0.9124327804045198,0.7417833564510262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.77207622068351
M408,0.7222150258421396,0.7699941615923622,0.7161740046526589,0.866390720243096,,0.7285750980723497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.632371394357467
M661,0.9146662231952583,0.9127316772996936,,0.7841647448139215,0.8145172778582096,0.816892899215296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.569206825064626
M347,0.8913864280776851,0.8966124489070927,,0.7488810099911892,0.8782109983011922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6046335383695
M633,0.847597565366642,0.8286017250426205,,,0.711997554453875,0.7253555841104051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.257756944094176
M766,0.7277865395747022,0.7678463495425182,0.7464613193101023,0.9533127135666374,0.8431719630927315,0.8605394735264784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.288834197681126
M740,0.8466102622392019,0.7501655009767825,0.7036851292970886,0.7756869791513794,,,0.78929772969711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.94630880085569
M614,0.7501107048294011,0.7672375960561335,,0.933500142377072,,0.9002732879933371,0.7295167343361901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.842699981169496
M109,0.9185725652895277,0.7585798575955168,,,0.7375594659482164,0.7839297225278298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.30545788742052
M112,0.8384190541703288,0.7008182534703729,0.9053212038898921,0.7043838019276956,0.948745333196287,,0.7033243655058483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.71518873365127
M381,0.72778999010261,0.7922220903323989,,0.9594137716878164,0.9249915232644469,0.800243516133706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.14694636402562
