,T0,T1,T2,T3,T5,T4,T6,T8,T7,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,cost
M30,,,,,0.8652669955076533,,,,,,,,,,,,,,,,12.121924718702754
M39,,,,,0.8983931263846072,,,,,,,,,,,,,,,,93.43277946971924
M33,,,,,0.7827452840208006,,,,,,,,,,,,,,,,35.806166437054
M29,,,,,0.7432936502691103,,,,,,,,,,,,,,,,70.65759184801877
M36,,,,,0.9677035342194341,,,,,,,,,,,,,,,,52.274464175345244
M43,,,,,0.951722431335439,,,,,,,,,,,,,,,,94.18246131191961
M34,,,,,0.8451867038086621,,,,,,,,,,,,,,,,68.28741184390438
M44,,,,,0.8473081748626565,,,,,,,,,,,,,,,,59.84085505001103
M45,,,,,0.9434697102914851,,,,,,,,,,,,,,,,28.991466367857008
M47,,,,,0.8900807121880571,,,,,,,,,,,,,,,,44.97429151484947
M71,,,,,,,0.821044563461702,,,,,,,,,,,,,,34.19459930780548
M58,,,,,,,0.8365558843182707,0.8150650512736093,,,,,,,,,,,,,17.46140408761628
M66,,,,,,,0.9219254119620371,,0.723386074513973,,,,,,,,,,,,79.32736252120799
M57,,,,,,,0.8387232518565327,0.9563067263104333,,,,,,,,,,,,,86.76812918570018
M50,,,,,,,0.8174553508273236,0.7352379193708164,,,,,,,,,,,,,13.155289765237416
M56,,,,,,,0.8839993043453546,,0.7119541622787829,,,,,,,,,,,,68.19433269771335
M54,,,,,,,0.7118703478942193,0.8932069928747337,,,,,,,,,,,,,8.30118414105957
M53,,,,,,,0.8599254901276115,0.7910574065575185,0.751765084933139,,,,,,,,,,,,59.13637347324151
M69,,,,,,,0.7166356741044932,0.711233093690047,,,,,,,,,,,,,41.47934317784293
M67,,,,,,,,,0.9061929158391304,,,,,,,,,,,,61.14260234723363
M64,,,,,,,,,0.9024478392373285,,,,,,,,,,,,51.855258395606334
M74,,,,,,,,0.7373392739454507,0.8482713597978763,,,,,,,,,,,,34.3797017516345
M68,,,,,,,,,0.9654742358535076,,,,,,,,,,,,52.412851720322834
M73,,,,,,,,0.8870533659747654,,,,,,,,,,,,,84.13087513744014
M72,,,,,,,,0.8706035570040551,,,,,,,,,,,,,44.562351719282866
M59,,,,,,,,0.9059647571798434,,,,,,,,,,,,,77.97701578836006
M51,,,,,,,,0.8893681741511613,,,,,,,,,,,,,47.262636469259995
M62,,,,,,,,0.7706892062521422,,,,,,,,,,,,,6.600376165186715
M55,,,,,,,,0.949321938724015,,,,,,,,,,,,,97.88932161533815
M61,,,,,,,,0.8505944144945387,,,,,,,,,,,,,80.91243784773543
M99,,,,,,,,,,0.7594349103386823,0.7900764336557787,,,,,,,,,,24.7604979832048
M88,,,,,,,,,,0.7858942712418834,0.7233429658479967,,,,,,,,,,68.23277778522852
M75,,,,,,,,,,0.7210088224073313,0.8158019273358178,0.879884183808822,,,,,,,,,95.21030335446302
M82,,,,,,,,,,0.9152182264755768,0.8977427441632512,,,,,,,,,,16.196092073405403
M90,,,,,,,,,,0.7151247435945534,0.9410035486519095,,,,,,,,,,9.12868719463346
M93,,,,,,,,,,0.8230578720580877,0.7410544824795908,0.8732547737722234,,,,,,,,,52.08758816512097
M81,,,,,,,,,,0.8818565473860932,,0.9381454482940469,,,,,,,,,87.58926891893421
M78,,,,,,,,,,0.7767316230743766,0.8724323464947145,0.796761246251719,,,,,,,,,45.66587997594397
M83,,,,,,,,,,0.7656164584474396,0.7960989189745863,0.874085056098201,,,,,,,,,95.5551499555734
M91,,,,,,,,,,0.8181284918158607,0.9450809324868018,0.9513419830476018,,,,,,,,,66.33688053977436
M94,,,,,,,,,,0.8603731916604105,0.8396437651590178,,,,,,,,,,21.217653374705538
M85,,,,,,,,,,0.9429031749699476,0.7672870353643169,,,,,,,,,,33.438943436717956
M97,,,,,,,,,,0.8816534810519181,0.8769998004919799,0.70463448419172,,,,,,,,,69.0945878517574
M76,,,,,,,,,,0.7320779134393272,0.7039569062449973,0.7256620789650371,,,,,,,,,14.100430628953635
M84,,,,,,,,,,0.7794004344496893,0.9202943029151256,0.7030852276830699,,,,,,,,,65.06732990775588
M80,,,,,,,,,,0.8848174341425483,0.7016911394055085,0.9222142403998725,,,,,,,,,26.33127808625755
M96,,,,,,,,,,0.8883437129194772,0.7877066819212891,0.8058717890572445,,,,,,,,,14.28657033340418
M87,,,,,,,,,,0.8455616309051369,0.8382384907625239,,,,,,,,,,75.42801715595255
M77,,,,,,,,,,,0.8448037113515174,,,,,,,,,,55.220808057213176
M98,,,,,,,,,,,0.7767198827926264,,,,,,,,,,23.705883906045948
M89,,,,,,,,,,,0.7348395992840407,0.7479643361352171,,,,,,,,,86.01300049009164
M95,,,,,,,,,,,0.9330429394221584,,,,,,,,,,32.5518403004449
M92,,,,,,,,,,,0.8169742240809015,,,,,,,,,,52.98142780625572
M86,,,,,,,,,,,0.940980167723623,0.7935718716958248,,,,,,,,,87.04317799000624
M79,,,,,,,,,,,0.9029175127360984,,,,,,,,,,32.39224308722221
M121,,,,,,,,,,,,,0.784979771950765,0.9349437566672754,,,,,,,91.35270805228116
M115,,,,,,,,,,,,,0.7565327687739836,0.8304020503693995,,,,,,,64.66842526907294
M101,,,,,,,,,,,,,0.8641918565656452,0.9579335067250718,,,,,,,82.77150347173522
M104,,,,,,,,,,,,,0.9543979106811403,,,,,,,,98.59454107728575
M111,,,,,,,,,,,,,0.7389733162390516,0.809381733211674,,,,,,,85.24170138514721
M114,,,,,,,,,,,,,0.7410649745340309,0.9381860090098095,,,,,,,16.038635963183708
M108,,,,,,,,,,,,,0.7535430730907327,0.746928268468878,,,,,,,80.97185133505997
M118,,,,,,,,,,,,,0.9348980752161253,0.756353975606453,,,,,,,52.6667239597008
M112,,,,,,,,,,,,,0.7337875352542941,0.7315150197105715,,,,,,,79.75728214535442
M119,,,,,,,,,,,,,0.8300729473512392,,,,,,,,92.92934504069952
M110,,,,,,,,,,,,,0.798989251400321,0.8047238466134884,,,,,,,88.43126146205942
M122,,,,,,,,,,,,,0.7999652228969748,,,,,,,,53.27027828650078
M100,,,,,,,,,,,,,0.7486931883264063,,,,,,,,71.5659661278818
M123,,,,,,,,,,,,,0.8969755646527338,0.830392354097176,,,,,,,55.19292997175403
M113,,,,,,,,,,,,,0.8337819827223257,0.73451038614334,,,,,,,50.409525757645305
M106,,,,,,,,,,,,,0.9749582429438332,,,,,,,,75.34549119804431
M117,,,,,,,,,,,,,0.9096861584915548,0.9787396563213614,,,,,,,58.830896152875155
M120,,,,,,,,,,,,,0.7976964322337932,0.9021891622598344,,,,,,,66.72952086487831
M103,,,,,,,,,,,,,,0.9234668681164094,,,,,,,47.711691726540316
M109,,,,,,,,,,,,,,0.8241109466016326,,,,,,,52.06104684409352
M144,,,,,,,,,,,,,,,0.9243001998437517,,,,,,57.69126591244679
M142,,,,,,,,,,,,,,,0.9694779480456629,0.7224381619748531,,,,,76.74878041542831
M125,,,,,,,,,,,,,,,0.881146295697552,0.7215131026385745,,,,,88.55611237883348
M140,,,,,,,,,,,,,,,0.9785952052414362,,,,,,79.94386793526988
M145,,,,,,,,,,,,,,,0.7758839335951042,0.7195111047824475,,,,,81.29052785284381
M129,,,,,,,,,,,,,,,0.8055992633344362,0.9439930465738728,,,,,85.6590003449078
M128,,,,,,,,,,,,,,,0.8641557877169549,,,,,,97.91913553987924
M131,,,,,,,,,,,,,,,0.733393511095615,0.9036349901162053,,,,,42.35104822383466
M143,,,,,,,,,,,,,,,,0.9354867539183382,,,,,55.8495044889825
M139,,,,,,,,,,,,,,,,0.9549602604243763,,,,,54.55289847636654
M138,,,,,,,,,,,,,,,,0.7863108128758838,,,,,94.9577809090417
M136,,,,,,,,,,,,,,,,0.8380960628719658,,,,,85.35891575122277
M147,,,,,,,,,,,,,,,,0.9632789805715043,,,,,70.51174896817628
M146,,,,,,,,,,,,,,,,0.9579035822969614,,,,,74.2862959879696
M133,,,,,,,,,,,,,,,,0.7206217445381797,,,,,83.71734831618042
M126,,,,,,,,,,,,,,,,0.9189397709541914,,,,,36.84487035919308
M149,,,,,,,,,,,,,,,,0.7604144267548099,,,,,12.753007847971627
M135,,,,,,,,,,,,,,,,0.8862068173155458,,,,,39.476367456135975
M137,,,,,,,,,,,,,,,,0.9658642155731266,,,,,59.89650714142469
M157,,,,,,,,,,,,,,,,,0.8839818753385749,0.9209456073843763,,,60.27915460424698
M161,,,,,,,,,,,,,,,,,0.9394122712934004,0.8809277977231424,,,23.144695077541197
M168,,,,,,,,,,,,,,,,,0.7089697653130673,0.7256548231103543,,,30.28030029444696
M156,,,,,,,,,,,,,,,,,0.8440672291580772,0.7557698788558705,,,93.60118270796706
M163,,,,,,,,,,,,,,,,,0.9340748849005623,0.9686962536170317,,,55.20655055504283
M170,,,,,,,,,,,,,,,,,0.8982628355702763,0.7084755870525692,,,64.66571743617888
M158,,,,,,,,,,,,,,,,,0.7543606109169847,0.8169611189333321,,,18.9913967985381
M165,,,,,,,,,,,,,,,,,0.8523860877904144,0.7773147884818271,,,99.78164492545544
M160,,,,,,,,,,,,,,,,,0.9722397249033315,,,,88.05064297245669
M164,,,,,,,,,,,,,,,,,0.918821888480813,0.8422283635975383,,,69.59443482210351
M166,,,,,,,,,,,,,,,,,,0.8364315008258809,,,85.98375455836155
M171,,,,,,,,,,,,,,,,,,0.8844043410524609,,,97.1314225305314
M154,,,,,,,,,,,,,,,,,,0.9653486084899856,,,82.27301531557384
M172,,,,,,,,,,,,,,,,,,0.8115509271246821,,,8.376824451699772
M173,,,,,,,,,,,,,,,,,,0.9221453413387704,,,48.894859308076036
M159,,,,,,,,,,,,,,,,,,0.8101973955585641,,,46.16775060311852
M155,,,,,,,,,,,,,,,,,,0.886199984612867,,,55.963446538016846
M174,,,,,,,,,,,,,,,,,,0.910911698780612,,,29.622852315320994
M167,,,,,,,,,,,,,,,,,,0.723289841660137,,,15.195011138026645
M162,,,,,,,,,,,,,,,,,,0.7004718381873546,,,91.45610878218952
M153,,,,,,,,,,,,,,,,,,0.9611809535392716,,,52.519779085910365
M169,,,,,,,,,,,,,,,,,,0.8211039354984323,,,43.08884839157245
M150,,,,,,,,,,,,,,,,,,0.9539542267410689,,,57.0678085452661
M181,,,,,,,,,,,,,,,,,,,0.7885835527037179,,50.77456876513862
M188,,,,,,,,,,,,,,,,,,,0.7560319111269435,,48.50051775733788
M189,,,,,,,,,,,,,,,,,,,0.7668284076279833,,52.02050173503367
M176,,,,,,,,,,,,,,,,,,,0.8750317912987062,,74.77257005968559
M183,,,,,,,,,,,,,,,,,,,0.76816023424609,,46.44573482122152
M198,,,,,,,,,,,,,,,,,,,0.8079301191282382,,11.14154309613632
M195,,,,,,,,,,,,,,,,,,,0.9481186364563694,,22.089643895961913
M187,,,,,,,,,,,,,,,,,,,0.8609627345130585,,68.1955881926985
M180,,,,,,,,,,,,,,,,,,,,0.9283652686133683,52.92863157710527
M185,,,,,,,,,,,,,,,,,,,,0.7023020361918815,86.55289873978442
