,T0,T2,T3,T4,T5,T6,T8,T11,T13,T15,T16,T21,T23,T7,T10,T14,T12,T20,T24,T18,T19,T22,T1,T17,T9,T25,T26,T27,T30,T32,T33,T35,T36,T37,T38,T42,T43,T45,T47,T49,T34,T44,T46,T28,T31,T41,T29,T39,T48,T40,T50,T52,T54,T55,T59,T62,T64,T68,T70,T71,T73,T51,T61,T63,T66,T69,T65,T60,T72,T67,T58,T53,T56,T57,T74,T75,T76,T77,T80,T81,T82,T83,T85,T87,T89,T90,T91,T92,T93,T95,T99,T79,T97,T88,T78,T96,T94,T86,T98,T84,T100,T101,T103,T104,T105,T106,T110,T112,T113,T115,T116,T118,T119,T121,T122,T123,T124,T102,T107,T111,T117,T108,T114,T120,T109,T125,T126,T130,T133,T135,T137,T139,T142,T145,T149,T132,T140,T141,T146,T147,T127,T131,T138,T143,T128,T134,T148,T136,T129,T144,T150,T151,T152,T153,T155,T158,T159,T160,T163,T164,T166,T169,T171,T173,T161,T165,T167,T156,T157,T168,T174,T154,T162,T172,T170,T175,T176,T177,T179,T181,T183,T187,T190,T192,T193,T194,T199,T178,T182,T184,T185,T186,T198,T191,T180,T189,T196,T195,T197,T188,cost
M3,0.9433822483364487,0.8151832820208356,0.8871138890991241,0.7846387602403372,,,0.9254126787594028,0.9731096593208284,,0.7018398772980317,0.8662255035753531,0.8662475485898512,0.7032967897465889,0.9550673897207279,,,0.9210178175209836,,0.8097813763886902,,,,,0.8223623902302115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.32172345483079
M122,0.8062161037716531,0.8097670467620675,0.930481049901271,0.8574037548241775,,,0.7386243906986054,0.8864580517894007,,0.7805841848568718,0.7471426751623408,0.8426723518246855,,0.7644890834286343,,0.7863289186358985,0.7164044002048348,,0.8650278257499237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.40312968614535
M10,0.9187593138767265,0.9673999322233887,0.8106438646659965,0.8073197098269344,0.7042485015256919,,0.7594960036569083,0.7509517326564257,,0.839077924817344,0.8719598557170823,0.9112442927452804,,0.7134475274156025,,,0.9609149944766662,0.7188463838207116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.01217749374988
M118,0.7194345188836573,0.8688332714769035,0.721029704505725,0.8783492368158744,,,,0.7813590328741424,,,0.8053075826589959,0.8576566703313744,,,,,,0.9770807845261117,,,,0.7469491160794353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.08770831082722
M167,0.8494708191055521,,0.9271522528416553,0.958471710701313,0.9239209865697389,0.8502472418046471,0.8296555649922678,0.8991836981444665,0.7873977078223736,0.8051401943595833,0.7634991425042046,0.7601759371665806,,,,,,0.8632455906042189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.17879225122033
M194,0.7131609701189812,,0.7883117995601535,0.8531619259278774,0.817737584763364,0.7987563617793573,0.9005753608339776,0.786928980183277,,0.8826247885835211,0.7858975720713528,0.7001925010785982,0.8777658581482677,0.7754741164945602,,,0.8067564519087373,,0.9659445837225595,0.7237890398152959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.205876169805393
M31,0.8714519153937211,0.7062272150925226,0.9384902356841379,0.8762914002290523,,,0.7938788866027499,0.8741313340281737,,0.7142276484602715,0.8195328881930601,0.9133278013204327,0.9653239552897886,0.9258163335703057,,0.9330720953445927,0.9131532958487428,0.9211732935187175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.02018063937288
M57,0.9263753025803088,,0.9561336288357795,0.9745198874236332,0.9629513424782039,0.933753148366898,0.9695590969691753,0.9335106946439216,,0.7297589607774126,0.7317585127726579,0.8790750515621429,,,,,0.7734730164382229,,,,,0.9310920891766952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.077982031279895
M160,0.7274606853856196,0.8474688025323522,0.8675922414295861,0.8344151732647879,,0.704683241883571,0.8622173724313842,0.9018459492144758,,0.9409892361025862,0.9677207186330253,0.8472272138768195,0.8096098953360228,,0.8924335690434736,,0.746402864007103,,,0.714115216620436,,,,,0.7720778333293511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.70676427379777
M144,0.8656041215433944,0.8305717803867362,0.9169533773778439,0.7067440209290151,,0.7532648112015656,0.9261256213777871,0.7187016538566168,,0.740577230206699,0.8206372036645415,0.9755300270969035,0.959757995292509,0.7953674758715608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.906561763068055
M6,0.8904625401104765,0.9089363007005379,0.7657434364677218,0.7572012515286142,0.7518466453296992,,0.8479238527019795,0.916625834703265,0.7753099684415433,0.8107263211076171,0.9257761167205764,0.9579775420357546,,0.7529756273727848,,,0.7339903967404837,,,,,,,0.7214859030667895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.88204240117567
M85,0.9386278612158326,,0.9241910554878444,0.8894573777287049,0.836377043588354,0.8331278090903427,0.8655861898442856,0.781507590994547,,,,0.9485421305676165,0.7728873308384999,,,0.9135310200553705,0.8611630994098822,,,,,0.8197086633963451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.752337892049958
M152,0.8102634689691447,,0.7624251996802396,0.7534797055088391,0.8549034773366258,,0.9740837874629518,0.7447254714775151,0.9126040077316946,0.7551817370083344,0.945502395655405,0.9286841207976277,0.8432676779392094,0.8505550969640923,,0.9586251876580398,0.9294878666641802,0.7231359325050554,,,0.87074890915803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.671200778989544
M197,0.7050782988665669,0.878851279085801,0.8201004744769683,0.8353557469599945,,0.9515707025514213,0.9335555657619217,0.9344840633194185,,0.8004645646032009,0.7254212913599583,0.9517506134970681,,,,,0.7753229316421579,0.7447219826639265,0.889575600919948,,,0.9793734344111776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.23479618857812
M175,0.8170983041757136,,0.952397757027205,0.7060622299869788,,,0.7926877850466809,0.7525954349215467,0.8647427874385805,0.8930608271336813,0.8336152913170416,0.7440821357202587,0.9613256812084272,0.7054138063383832,,,0.9275233953377207,0.8431906388763757,,,,,,0.7448803726282139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.048258724758387
M100,0.9064796138645388,,0.9405741610203515,0.8762288219200602,,0.7013162751479258,0.8203005058307606,0.8391570037190579,0.8800735261162436,0.8515207419209421,0.8830808171623835,0.8455055995124882,,,,0.8306030766886867,,0.7220215372876174,0.8146870348407869,0.9421657642723329,,0.9520852015679525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.80895072551474
M132,0.795491011631291,0.8024876718427205,0.8431144193719555,0.7979504564309325,0.8878942929816366,0.7822973166266747,0.8069705025414284,0.8780021668281706,,0.7193054044815602,0.9218268281733853,,0.7687967294925738,,,0.8822575021098558,0.8435338907548535,0.7297980695164271,0.726031953436987,0.7696651688050429,,0.8872818234287557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.31762937438828
M42,0.7185667828068504,0.7747899592620262,0.7471707746492489,0.8315380275362847,,0.859383167904223,0.873648539964957,0.9006215691872668,0.9013455924922229,,0.7128799113068958,0.9005296041754102,0.7460432662298341,,,,0.8638921126142409,,,,,,,0.7378322496885393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.69055580330217
M1,0.7784588792605355,,0.8620259262886326,0.7640691972322324,,0.77037597130362,0.9767303644038012,0.7825930585068139,,0.9418783990869856,0.8483749647877056,0.8650395313121744,,0.9689251615452201,,0.953005560044324,0.7113436354464435,,0.8047771312674065,,,,,0.715777787114801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.718111612811363
M155,0.7405442538054838,0.9202758548508673,0.8436985805891478,0.747800409998415,0.8483770958477528,,0.8507400365833973,0.971604741460399,,0.7238771297865634,0.8012377648944545,0.9007956499725248,0.8396981697864984,,,,0.7018599850176331,0.9114071075165731,0.7076010947163643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.909044871661052
M47,0.7134940982418354,,0.875200291574933,0.9003343242289097,,,0.733201233965083,0.7465430528209884,0.8294509655149814,0.7474408607843992,,0.8401602011235836,0.8777455544024946,,0.8152244618661031,,,0.7247980666998224,0.7004011392730971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.53443347337168
M162,0.8555933381707184,0.7801460547278755,0.700159413261582,0.7395056412152416,,,0.8910405572807233,0.7369682397833207,,0.7490285742812669,0.8055811491991498,0.9524422948090597,0.8936870218106494,,,0.8728047260761912,,0.753959783895015,,,,,,0.9060787317734312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.80593512306686
M141,0.9097194349763582,,0.70288699151691,0.713430691130818,0.7343913383071174,0.9409309519659605,0.7076666836851966,0.957417703476354,,0.8988437431688541,0.9702080410656799,0.9036211105501883,,0.773887621173569,0.8369711994070701,,0.9268035684776081,0.775408294546554,,0.9583038249213861,0.9034673346651384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.15665116513729
M196,0.9063931724084437,,0.775229241608973,0.8505329469618514,0.7909161302965135,0.9499154201122225,0.8282906675088787,0.8325352552794532,,,0.7080006265777079,0.7002916034817919,0.877584551036235,,,0.8824325784053874,0.8270110585442669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.15671942940881
M44,0.950004087068583,,0.9257951687607812,0.9341314185547807,0.951000482251601,0.8601997147129807,0.7910795435306176,0.8046510323875642,,0.8413997374485003,0.9086754442423055,0.9257250271323297,0.8636007012566038,0.9083542101877098,,,0.9093961665872508,0.9031885950378967,0.9347849243265673,,,0.7699712497342728,0.7490930754834279,0.8345315990080578,0.8445605170800703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.90820788833761
M76,0.8109817415016671,0.8727219490535141,0.7308609616398334,0.8180018182256088,0.7410755431710843,0.899221726504823,0.8498341548468349,0.9294811032524063,,0.7446421454915517,,0.9619657364131843,0.7659933225171904,0.7446041370875613,,,0.7589110306872121,,,,,0.8831473096730099,,0.940759359670232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.029576337636094
M99,0.7324576805534524,0.8289059285896857,0.7998525678650548,0.9547740264380626,0.8503579282012813,0.9682331039250345,0.8592546388648796,0.7578865739449268,,0.8055740741369803,,0.7362535724386454,,0.7358983643208092,,0.8484188036855685,0.9152664906219486,,0.7036121581230921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.95810844544498
M159,0.7826088530490147,0.7862103370541711,0.9314944507104296,0.7573007242800328,,0.8020230089651036,0.8302689425068668,0.9035493224270719,0.7656490761504848,0.8220933764271616,0.7298562655994416,,,,,,,,0.8090947550897417,,,0.8550265593468155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.94067172878553
M179,0.8009216155258841,0.8123598028553265,0.9019807658438425,,,,0.8239627704336582,0.7857207219162892,,0.8215530464876414,0.7914037891058989,0.9350834382399795,,,,,0.9423416970226917,0.7837968253050851,,,0.7452011670670294,0.8689358410191919,,0.8347093819163509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0964757199292
