,T0,T6,T8,T9,T10,T11,T1,T3,T4,T5,T7,T12,T2,T13,T14,T15,T18,T22,T23,T25,T19,T21,T17,T20,T16,T24,T26,T29,T31,T32,T34,T35,T36,T37,T27,T28,T33,T30,T38,T39,T40,T42,T43,T44,T45,T50,T51,T46,T41,T49,T47,T48,T52,T53,T55,T56,T58,T59,T60,T61,T62,T63,T57,T54,T64,T67,T68,T70,T71,T72,T73,T75,T66,T69,T65,T74,T76,T77,T78,T79,T80,T81,T84,T86,T87,T83,T82,T85,T88,T89,T92,T97,T94,T95,T98,T93,T96,T99,T90,T91,cost
M13,0.8271952989050351,0.7893359060395716,,0.9249619032372131,0.7499362668182128,,0.7524050453368247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.01249069470773
M71,0.9001846240585614,0.7053489486653479,0.8176294949687711,0.8946875761963471,,,0.8735125531021527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.48596476521107
M19,0.7852916315940779,0.8843902133163695,0.8639192015727406,,,0.7520263429957225,,0.852424858409156,0.7634407571870372,,0.9623496359242903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.52953601230947
M0,0.8654742596456526,0.7955967666808927,,,,,,0.9144558704064911,,,0.9573535446600012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.79012545019102
M36,0.9193595971925357,0.8546021887368375,,0.9038637406365614,,,,0.9348358529832714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.79816140111403
M72,0.7023093946127298,0.9379949584496448,0.7248306927771615,0.7073898448165367,0.7284711522537284,,,,,,0.8404170347625866,0.7137902242702301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.10199569961166
M70,0.8478561520662903,0.7584965849951101,0.9040758946328401,0.8533779298688523,,,0.8896184316269964,0.8966376362228488,,,0.8228322480116476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.100475039332498
M26,0.9428699811614115,,,0.9549729029637456,,0.7504179357912922,,,,0.7383258785153337,0.979999436767423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.689082341287914
M44,0.7325366160095442,,,0.8100542794411194,,0.9345752188441927,0.8808787648053369,,,,0.7103576008320827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.62823135015979
M69,0.7117727513585409,0.7561916274067854,0.8413138768358536,,,0.9703671535506916,,0.782180179472555,,,0.7567455499936663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.68547384174328
M7,0.9317069101887211,0.921075498340096,0.8718425736576508,0.9488832722761908,0.9285425780404233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.72329934845499
M24,0.8502795048930119,0.9711078141293301,0.8931044024098159,0.7220530255909228,,0.7157999658224797,,,,,0.7672859450262762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.365504382795788
M52,0.701368928269687,0.8606967285883415,,,,0.8608888452531831,0.7309262478774717,0.7341053754058947,,,0.934833341549683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.03909453988832
M23,0.9340244142389311,0.9338186013812497,,0.8703639524961698,,0.7956876886250206,,,0.7526945621266012,,0.8845325868728724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.62917926762515
M51,0.8589289559375431,0.8261196549555689,,0.9561280427630435,,0.9154542610918555,,0.958526478260217,,0.7925374934631595,0.9545194294234965,,0.7386806461173767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.271587861168127
M56,0.9774532768379061,,0.9206893706386902,0.944721330210315,,0.9398005991858013,0.8570551642839228,,0.8577164061939356,,0.8040713705240795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.702314649959016
M17,0.7517373149372182,0.8544774602207033,,,0.7022030905194525,0.9462840118230194,,,,,0.9300339320988509,,0.8208538197235391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08130255332549
M64,0.9307319408800847,0.771842197711685,0.8846404571762487,0.796180967471857,0.8626271261724149,0.7936930457235877,,,,,0.9439409186806166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2328549618872
M77,0.8348587244241841,0.7168230353111585,,0.9687857305679325,,,,0.7454051222739779,,0.8120321632100638,0.8616257400467846,0.912371567930327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.16641432176561
M90,0.8538276277768035,0.7250330630275542,,0.7016184792940475,0.7437695583848836,0.9575849819878981,,,0.8536695172176263,,0.7106924572694049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.05982787826024
M58,0.8720734670809165,0.8136639920474193,,0.7205077815217391,0.8690701393192183,,,0.7645826266273362,0.8659002326407949,,0.9368148236868086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.795427414173865
M80,0.9463136070441227,0.7231055710312814,,0.9395250825075397,0.8676879388784164,0.7403769928973474,0.8620681529495188,,,0.8241636375461548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.51575262242764
M95,0.9005924848534312,0.9303044283629555,,,,,0.9756767873389479,0.8621142434872837,0.7380199399905942,,0.7841353160052587,,0.7061458738633177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.77163967471914
M37,0.709968010694035,0.7743272932068911,,0.8260783828125312,,,,0.8500347577190678,,,0.8058386999259959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9844013921596
M78,0.9077678341313083,,,0.774992795994042,,0.8611972982213447,0.7921134952128168,,,,0.8630891053832604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.018918995681316
M73,0.9468509380667348,0.7461541444245495,,,,0.7090912387030142,0.788083358924603,,0.9332402391054075,,0.8190809522799423,,0.892986765281663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.9499294599025
M93,0.9061601981971122,0.78109676508003,,0.9286855685425329,0.7294682383259299,0.8045110877607182,,,0.8247443536781895,,0.7340576977645447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.18655330385197
M30,0.9185096000849325,0.7796956925390193,,0.9286298725751885,,0.8017694320257681,,,0.8723722478027776,0.7906853156363376,0.9530155590205124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.754597572819852
M11,0.7652842030162945,0.7567636376967743,,0.9271495065314735,,0.7069247240710625,,,,0.8732742118670755,,,0.8507304236489652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.36255701464809
M87,0.9425255170165046,0.8661369295676533,0.7712681514132959,0.8621303814197765,0.8754582789714718,,,0.813220053042268,0.8427440960604669,,0.8833886748717212,0.7264795313707737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.93438718477302
M8,0.8624819874154469,0.7326582168329419,,0.8988658415875757,0.9419670112056467,0.8462314710719744,,,,,0.7775426474695902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.67993703973949
M89,0.9147439826552782,0.8987663430941898,0.9626081454816106,0.7976914100202857,0.9392047058158105,,0.9623046220580822,,,,0.7593206896089213,0.882965256508707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.506773582014937
M41,0.9435530291712897,0.941970559748939,0.9500889441319267,0.7546847831317822,,0.79707310656794,,0.9730596978519177,,,0.7580876397418048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.49278832497291
M20,0.9451884710848415,0.7691718540932254,0.7544828624033795,0.8264223060654643,,,0.9597016913845344,,,0.7693717229622526,0.796774808117054,,0.7289776718363575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.32714802844839
M94,0.8113602691653159,0.7257617567542136,,0.9417388240541953,,,,,,,0.7660389672877496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.21624529777483
M38,0.8001507686046938,0.8543369194894522,0.7379514951119739,,,,0.9710937821487148,,,,0.8824546058807942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.121803477372469
M1,0.8690494558199897,,,0.7552744138403018,,0.8879176004536361,0.9332695503552317,,0.7217986787416677,,0.7963591667560653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3373973422057
M97,0.9620919426049984,0.9548629077027884,0.7570760850211296,0.894532532546922,,,,0.9160452061466149,0.8489380654778176,,0.8643563653712183,,0.8161471509609672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.102842922110604
M65,0.8924875147280307,0.7865041716330351,0.8475048932962397,0.8990185562424499,0.7712556298086631,0.7133939458967877,,0.7945885646731836,,,0.7919090143048272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.641063729908765
M49,0.9030922800995974,,0.9607462151233884,,,0.7897459575175051,0.9435278011375158,,0.8492713598556401,0.9391002161923935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.21279945342445
M46,0.9506022963350227,,,0.8219168870086208,0.8553222644803684,0.7675175592880051,,0.7413814692559515,0.8039799261852805,,0.9185195886081317,0.9665694013701778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07760074659886
M74,0.9799499063763365,0.9303402007195248,0.7489499289268682,0.9129916898581789,,0.7573170526606714,,,0.817469822686889,,0.9134020025963189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.83116886922382
M68,0.8582758805810622,0.8649477861284538,,0.7987438658528989,,0.9287666683892782,,,0.9573034554354515,,0.9675585857103495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.79076473826467
M47,0.8626326854808087,0.9176658152531436,,,,0.8178519900672863,0.9502483709073547,0.7568953680549559,,0.9378985433132598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6993388379085
M25,0.9448073978063176,0.8072738704250898,0.8854707621325139,0.7444542562901915,0.7863685246785502,,,,0.8583237980656854,0.9696090623153907,0.7467352457570178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.70161838011502
M40,0.9704164707077,0.799526727459469,0.7087687736792458,,0.9403115326985718,0.8514373429167845,,0.7302675215274469,,,0.8399156160521866,0.885189759895513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.743153423308442
M43,0.8033785755544057,0.9656278895816465,,0.952638068664724,,,0.9379014337335945,0.7827502498913081,,,0.7017403180259315,0.9643759367726686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.25615231545915
M81,0.8935225676876954,0.9750622315055492,,,0.7269867498753199,0.8841438167883925,0.810376949520005,0.7782677006820478,,,0.7092462746846188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.57869513823775
M33,0.7142107635504024,0.7487782350303177,0.7719084884103817,0.9685402833943029,,,,,,,0.7693804738207508,0.8733388390209529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.26130760649054
M4,0.8009430328213506,0.7613118331372974,,0.8652499651406692,0.9131257900753319,,,,,,0.8150611246005646,,0.8914391750810711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.388736671154142
M67,0.8124578185567862,0.9400387733795417,,0.9750170595928407,,0.9140909500769562,,0.9093183474652141,,,,0.8452855622543458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.02635311305285
M61,0.9645654729880031,0.8120983355442462,,,,,0.7328559402174613,0.8624290677464916,0.9101406993363627,,0.8287712606335806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.30764688001841
M21,0.9294907384409934,,,0.9021100505369315,0.9614129862817878,,,0.9336089024479072,0.8258459753431951,,0.7941216595464544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.073693064203031
M98,0.9485559086241749,0.9627504950644239,0.9759605307477883,,,0.7555452455600378,,,,,0.7088594135574016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.12670287796684
M48,0.9132180832770302,0.9771191111481052,0.8836018446191003,0.9303076743002703,,,,0.9264732485044712,,,0.7347184606205517,0.8458161413892744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.23040939436285
M32,0.7180777154496096,0.9222964147293073,0.8125247906505819,0.8513411442035792,,0.721473377745171,,,0.7827566699080443,0.9718985696259994,0.8346422979507059,,0.7629360959599105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.69807284102329
M50,0.8602341063041623,0.7970542320067321,,0.872488721192943,,,,0.7886494962864552,,,,0.7402631342686505,0.8690160663159493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.388911833939604
M76,0.8168462184504219,0.9700555326593414,0.9008828383326843,0.8538250565613383,,,0.9743592070172222,,,0.9741257801116393,0.7860706421618426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.83413894271392
M39,0.8790850308331057,,,,,0.9588878830770671,,,0.8425966756641916,,0.7726437734179488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.69839692366397
M62,0.8869727651166158,,,,,,,,,,0.8594915573210951,0.9735821197902658,0.841662656447961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.18598535482792
M12,0.9158417820620437,0.7543199321972334,,,0.7416810352804715,,,,,,0.889414968464574,0.7976381431914135,0.9363975045374828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.22400991827242
M75,0.9435866063977674,0.7604105707434918,0.9662515441669883,,,0.8576318007487325,,,,,0.94068565188221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.66569473662873
M5,0.7498493863256026,,0.7975100230785659,,,0.972446990955536,0.7537482033695908,,,,0.8517520710056268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.95149520503459
M66,0.758212780725676,,,,0.7849507368627547,0.9556677347100947,0.8062408574851645,,0.8650426786459144,,0.7472539939563851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.36819072251586
M28,0.7953311642907108,0.8426175364012826,0.7606559439513441,,,,0.7392973919045747,,,,0.8367668020001611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.54177045265347
M86,0.9201891044112828,0.9783883370696705,0.8362256199538465,0.9556037047654168,,0.8187680981328537,0.8232148126521146,,,,0.9359280480677094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.245783719546194
M34,0.9646309103309321,0.7817779535972023,,,0.7933524649858616,,,0.8535684651710117,,,0.9262287145065711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.01856410658837
M2,0.8042559992374413,0.7622548167549037,,,0.7358445110751572,0.7784954553819515,,,,,0.8064702242782547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98011947370577
M63,0.928880337562333,0.8022559009795877,,0.9705979815243346,0.7357118899946734,0.7672390395798276,,0.9026777752720135,,,0.7378182138319385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55939011086132
M99,0.8042284725063874,0.7992618298274896,0.7919527363104478,0.8755095219287927,,,0.8150227048424952,,,0.7676527637668287,0.9379639073561672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.20282919566864
M22,0.8061313740320981,0.8759702618529774,,0.8446893784905304,0.9121635650209164,0.8379562738693875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.254066664545412
M85,0.9275950595606409,0.9785324132030815,,0.9257269444762273,,0.793480125957459,,,,,0.7096418011716863,0.7941277719778512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.35777434497546
M60,0.7246066442639875,,0.9476501853586172,,0.7539534214127646,0.7009687626319816,,0.8027897145695548,0.7498980073555421,,0.7082417123606135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.021886042562315
