,T0,T1,T3,T4,T5,T6,T7,T8,T9,T10,T14,T16,T22,T24,T13,T20,T21,T2,T18,T19,T11,T12,T15,T17,T23,T25,T26,T27,T28,T29,T33,T34,T36,T37,T39,T42,T45,T48,T31,T38,T46,T35,T40,T49,T32,T41,T47,T43,T44,T30,T50,T52,T53,T54,T59,T60,T61,T62,T64,T68,T71,T72,T70,T74,T66,T67,T73,T57,T51,T65,T56,T69,T55,T58,T63,T75,T79,T80,T83,T84,T87,T89,T90,T91,T92,T93,T95,T96,T98,T77,T81,T85,T99,T76,T82,T88,T94,T78,T97,T86,T100,T102,T103,T105,T106,T111,T113,T115,T116,T119,T122,T124,T101,T104,T117,T120,T107,T114,T123,T108,T112,T110,T121,T109,T118,T125,T126,T127,T131,T132,T133,T136,T139,T142,T145,T147,T148,T129,T134,T135,T141,T143,T149,T130,T128,T138,T146,T137,T140,T144,T150,T151,T153,T154,T157,T158,T159,T160,T161,T164,T165,T166,T170,T174,T162,T163,T167,T169,T173,T155,T171,T172,T152,T168,T156,T175,T176,T177,T178,T179,T186,T188,T189,T190,T192,T193,T196,T197,T198,T180,T181,T187,T191,T184,T194,T199,T182,T183,T185,T195,cost
M4,0.9173281814358852,,0.8764422442648858,,0.9153420695589786,0.828403173308978,0.9224104515867787,0.8104673474718191,0.8391311534411677,,0.7379313942336906,,0.804090977910904,0.7614081646337547,,,,,,,,,0.7428304079765026,0.8378280606929036,0.8541597743029263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.993631595557616
M45,0.9000313614439829,,,,0.7888200362310264,0.7860077088918345,0.9379494862802342,0.9422765228496328,0.7225124076902232,0.8349056449538179,,0.8364203960212262,0.9726149458117528,0.9365996274244713,,,0.9195714134335828,,,0.9303691153653079,,,0.7770659840538623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.47622725024364
M25,0.7269707615068812,0.8821124008286739,0.7661794077503287,,0.8993219788959679,0.7307021654428187,0.8250089597548059,0.7580142821962483,,0.755374746912533,,0.9772821882419416,,0.8094493027442276,0.8970830074501389,,,,,0.8313262494668279,,,0.9244973814753492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.76935365799683
M39,0.8471974146965808,0.9188705582136752,,,0.9237761306657392,0.8056238344062145,0.9384763667123888,0.8863555161682416,,0.9706916922675539,,0.7762316652779336,0.77197473110849,0.8663051930489312,0.7676521763198866,0.8007257439104294,,0.7786651269488426,,0.896782764774121,0.7873734564101061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.304417205536176
M13,0.8217742090488355,0.7963612413703831,0.8207091388162926,,0.7738178994635049,0.9478418096801815,0.8609537072394164,0.7612650678027406,,0.8157174847228039,0.9670433925467019,0.9700110110944489,0.9260544507564601,0.903886329757657,,0.7255924326827645,,,,0.7305524265360338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.87204861546475
M38,0.9783950718581368,0.7138253155760262,0.9325425310814273,,0.777148435980097,0.8260786491423042,0.8727646573311273,0.859742970155047,0.9676507297908304,,,,0.8996202650781059,0.8354422722723664,,,,,0.857035077467921,0.8193645234788287,0.8092982858508619,,0.7811696641631743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.03392573974903
M2,0.8710219241825806,,,,0.7098653832429517,0.9327358286194916,0.7699895778667607,0.893534035654739,0.9297600250860565,0.8677568660783272,,0.710000644333777,0.7796037060881631,0.91994256435851,,0.7392495793815943,,0.8344925628058908,,0.9494415443180626,,,0.8350822941107047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.213961708633455
M42,0.8006116085533316,0.712537784451875,0.9751765783559025,,0.899681940972725,0.8131710725108727,0.8392051780011247,0.7068432911598999,,0.8195350720491592,,,0.7468142372498525,0.92742172303422,0.9497266481657887,,,,0.8963031837954489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.74208906879778
M21,0.935763144182985,0.7884562870186991,,,0.8937413224845998,0.9201018687592502,0.890816950583929,0.8754097645291852,,0.8163066787312243,0.8350869230328708,,0.885971897978085,0.7080528982157697,,0.7986923960758379,,,0.9788155594911784,0.9278326396040061,,,0.7302428513180514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.67012266241035
M20,0.7012346150917619,0.8282869118097148,,,0.7292858394013682,0.9499595123975846,0.7897394154009865,0.9158065744676753,0.904718984604563,0.7653545968503476,,0.727324861191139,0.7866676159270724,0.9077282439532335,,,,0.814805399591829,0.915169153135904,,,,0.7222376289750138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.27909448829493
M43,0.8960106652623259,0.7703894682410674,,,0.9193393491497975,0.9064714435729114,0.7109243320733671,,,,0.9778164387811837,0.7722203955044807,0.8173713202494788,0.9583002313412509,,0.8012856470325553,,0.8853825232949065,0.8341214354260925,0.9257213973102227,0.9789467264206698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.43634020543353
M41,0.7572648352509114,0.84106185600608,,,0.8365260403796841,0.9359835401615999,0.8214517674996907,0.7707450968386187,,,0.905818257078223,0.9170266366129365,0.7679805891228454,0.944313284302801,,,,0.8816028060411886,,0.9186555720878004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.499198923810502
M22,0.9601805743425803,0.8226715303449162,0.8518155257753738,,0.944073737567275,0.7974573148278563,0.8073185144400622,0.8281459551263878,0.7350045934142841,,0.9537844058645679,,0.8869852162122402,0.8440364452065938,0.8635078175188815,0.9590281323129513,,0.8397943024975497,,0.8520468131005677,,,,,0.8098752116425127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52763855271911
M3,0.7834780913639865,0.8598429103963181,0.7370263602790648,,0.9575215230758954,0.9355511139863124,0.8582815651691611,0.7778177138902607,,,,,0.9525471840465134,,,0.7090431976761656,,0.7390863899173847,,0.8754203959574697,,,0.7839488788776319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.69950017440883
M23,0.7535278223968986,0.8311746114055356,0.814014118599556,0.8174311062384567,0.9245755587739649,0.8353845447352763,0.7212239838410354,0.7604281516859127,,0.9493166448303757,0.7657737336089664,0.9193526075805952,0.9547237876153408,0.7603392032304833,,,,,,0.8278170857342511,,,0.9337965826181608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.00375946317195
M48,0.7291735215826454,0.8674924576977743,0.714688486419867,0.8160999670098305,0.746274200163748,0.7000475586376997,0.8255400705265467,0.7258622897371226,,,0.8862649023427493,0.7231018635603199,0.9761561930935684,0.8402202453684182,,0.9406290324590147,0.9469468691920355,,,0.9201588927150263,,,0.9168380544464763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.80652512339364
M18,0.7933243320897418,0.88523877196853,0.8757585975969078,,,0.8280608007471815,0.7817816913195326,0.8932400363583501,,0.8787931342576494,,,0.7283419703024159,,0.7087952378435314,0.9686317661964414,,0.8394737508640021,0.731997031692691,0.9247653515589971,0.7591805084009284,0.9768425290993497,0.9114915743299373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.79884605842943
M7,,0.7599156173483643,,,,,0.9538730790222725,0.8137141483918865,0.7891002328050134,0.9762299367071762,,,0.9673677715976267,0.8227578478432279,,,,0.7237823040048134,,,0.8691916222851531,,0.8226092344116789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.56574423588999
M46,,0.8636526866921614,0.8375667186746548,,,0.7162388584569278,0.7455474514495106,0.8215760739502291,0.9006699149874448,0.7310365859832042,,,0.9236795040192326,0.7467473686151442,,0.7818609943634891,,0.7343838603589619,,0.9418106145827145,,0.8323436503237205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.07438637552274
M47,,0.7338972202166784,0.9023283994571858,,0.7389090257838474,0.7238597027221472,0.7060304782458252,0.9280869353599166,,0.7855600418729147,,,0.969462543845582,0.8589870289518405,,,,0.7184987896930262,,,,,0.9170186588820782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.55952593695826
M35,,0.9089423986462638,,,0.927342071052148,0.7035095951411832,0.7933556461333093,0.7856456536640261,,,,,0.7671821424715385,0.8750727154270603,,,,0.7222768217738419,,0.8203519135726327,,,0.9781500557511117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.330247270387217
M6,,0.9259251107553106,0.8300157555639281,,0.9426381880252147,0.8854529772263873,0.9680060199897024,0.830409337506658,,0.947597689277868,0.9502303398778559,0.7997775062521632,0.8824017213808634,0.7840088772736268,0.7863753544414689,,,,0.9562636606777781,,0.8378350486301888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.72861379299795
M33,,0.9408051423912207,,0.7875491292554403,0.9549119580066985,0.8861214693245765,0.7603026077564203,0.7488103035513138,0.8890972435118711,,,,0.9047239848527819,0.9244657973651078,0.7692780153969315,0.9305921902613212,,,,0.886199484343071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.595548020609
M0,,0.8124715017717252,,,0.8679975475233664,0.8448388236405419,0.7536572539503007,,,,0.9147406286068361,,0.8388993494951151,0.7610898705677459,0.8855700294181306,0.8351484816600359,,,,0.9051764992534113,0.8419611305871061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.59909751065854
M44,,0.803262846231818,0.7502809234581936,,0.9700477264362946,,0.9222013847554513,,,,,,0.8628481552333158,0.7906035633607691,0.7366293312906789,,,,,0.7278351871142343,,0.7617862932234982,,,0.7584833247037215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.425760218838782
M9,,0.7305651264000353,0.8026291868542095,,0.8356524989807526,0.8158118422191534,0.8528307594797659,0.8282049715064197,,0.824069246519764,,0.8187966499230687,0.935091667479097,,0.969608685228251,0.7419480253500437,,0.7884960074162708,,0.8906549358580435,0.7330362059161347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.56120748756351
M37,,0.9497610141927866,,,0.9157723515088627,0.814362520416507,0.7932303979571353,,,0.7098150183085694,,0.959412021594862,0.7634795691383778,0.7781390969533755,0.9112701484371233,,0.9614499616891782,,,0.7717304687526354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.450222111530426
M15,,0.7038750957706954,0.9624703362987193,,0.8499778748031823,0.7504266705360764,0.7720794529460434,0.7688821119579685,,,,0.8829523511628852,,,,,0.8418703574950676,,,0.8701976029218537,0.8369735487236147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.18949860341854
M26,,0.8697531492059669,0.7136500570383201,,,0.8156999731181352,0.7609308309374421,0.9530373950704842,0.8767779319698595,,,0.7906856415543196,0.8691283412721493,0.8932565943311155,,0.8629573161704736,,,,0.8310391680508956,,,0.9013604720518875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.508134720579186
M5,,0.936460640878457,0.8195882132793717,,0.9486283039924995,,0.7873383301934388,0.707321120459613,,,,0.8878403041814033,0.8837091047954873,0.7864023292985574,,,,,0.7808354914480643,0.919377036007488,,,0.7886149751678264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66497955526415
