,T0,T9,T12,T13,T14,T16,T17,T22,T24,T3,T8,T18,T20,T2,T19,T21,T23,T1,T6,T10,T15,T5,T11,T4,T7,T25,T27,T28,T29,T30,T33,T34,T35,T36,T40,T41,T42,T44,T46,T37,T38,T45,T47,T48,T31,T39,T32,T43,T26,T49,T50,T51,T55,T56,T59,T63,T69,T70,T73,T74,T54,T57,T62,T66,T71,T72,T65,T68,T52,T67,T53,T60,T58,T61,T64,T75,T81,T82,T87,T92,T93,T94,T95,T96,T98,T76,T78,T80,T85,T90,T91,T99,T97,T79,T77,T84,T88,T86,T83,T89,T100,T104,T105,T106,T111,T116,T117,T121,T124,T101,T108,T109,T119,T120,T123,T103,T113,T114,T107,T115,T122,T118,T102,T112,T110,T125,T129,T130,T131,T132,T135,T139,T140,T143,T148,T149,T126,T127,T137,T138,T141,T144,T145,T147,T136,T134,T146,T128,T133,T142,T150,T151,T154,T156,T157,T159,T162,T164,T165,T166,T170,T171,T172,T153,T158,T163,T174,T155,T160,T173,T161,T167,T152,T168,T169,T175,T177,T178,T179,T180,T181,T182,T185,T186,T189,T196,T198,T176,T190,T191,T193,T199,T184,T192,T195,T197,T183,T188,T187,T194,cost
M694,0.712975509963328,0.8584301435948759,0.8521657446869124,0.7493109576363084,0.7962780030296368,0.9039116464766973,,0.9394720743933611,0.8151399106690578,0.8977317784473839,,0.7621365102445804,,0.7382325124682091,,0.7429359532029515,,,0.7188001742266389,,,0.9728584071749583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25183582700429
M357,0.7418868345211531,0.8163691135043363,,0.7966557326779348,0.8720317486225311,0.9355223262782076,0.889477422172927,0.7994610585741865,,0.7336396614338827,0.752660907599249,0.7461210025503715,0.8841694072013041,,,,,,0.8178215895284493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.45539943577999
M697,0.7354046754648303,0.8511474094215946,,,0.7876578606508019,,,0.7817696919454603,0.7634838674018678,,,0.8904159019718356,,0.7180106074051248,,,0.9206374472296912,0.8629637393540632,0.7826797506187038,,0.8906834516883027,0.7242184830076577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99938447357613
M130,0.8631743981480531,0.8249827407317303,0.8392141636631764,,0.8336245053087755,0.7441344015794676,,0.717664888807235,0.7924988988011563,,0.8246222920485461,,,0.8251571491675556,0.8454065487065333,0.8177558406604102,,,,,,,,0.939247517530659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.321369613575783
M314,0.7654607823907941,0.7270947101407192,,0.7055809854435562,0.978647639255804,,,0.8399536347652778,,0.8660202935644231,0.7643287324847401,,,0.7673717576691222,,0.7025826359779759,,,0.9354759730302442,,,0.9646368652524321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9524648778753
M466,0.9306357073934404,0.9796426783256027,,,0.7831440536529292,0.976562327219711,,0.9798371150470012,,0.7268506895417991,0.7618701370210821,,,0.7482408338908467,,,,,0.9588444869392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.04590476093097
M338,0.8485956949256883,,0.7160128755148715,,0.8248561309468349,,,0.8118927444392746,,,,,0.8409147657495462,0.7301485699354395,0.7835249382353002,,,0.799953855282767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.48865148309751
M337,0.875209938180018,0.9004910833455129,0.973420661039806,,0.7258557988156937,,,0.955182941054106,,0.8807596044434916,0.8665738260422297,,,,,,,,,,0.954670158949907,0.7024161172079146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.80114491569856
M619,0.967383347422466,0.7777491364335959,0.8207008364636039,0.8233481002590898,0.8103573910603665,0.8935035909110847,0.8894660104963013,0.7418974309218143,,0.837093720823123,,,0.8710551311136078,,0.7259764605769984,,,,,,,,,,0.8557797446663122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.926290157123578
M589,0.7286287219684261,0.9386327815625042,,0.8543827731395972,0.9121796013762414,0.8547020271247487,,0.7315246686834241,0.8992538185949701,0.9544177672701317,0.9372221552633053,0.841972255374241,,0.8747747210023343,0.8065030019796444,,0.7169543853551021,0.9712819480158853,0.7874460428576662,,0.8571212036686927,0.9012786829401621,,0.9172419518215278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.35386562873681
M541,0.7359674133590959,0.873822879595167,0.9335783916042226,0.7877822821159055,0.8073856843784302,,,0.948396306491331,0.8408502488389342,0.9523116024231826,0.8385265624665056,0.8673761905665182,,,,0.8772462805985556,0.8092785233468729,0.9199420044345736,,,,,,0.8895735772752658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.96261186802336
M287,0.7023249303721049,0.7066222956603532,,,0.7548584673506404,,,0.755379286647925,0.7492606595236302,0.727771411342981,,0.8564607779260037,,,,0.9179491514882143,,,0.7100306001817459,,,,,0.9126810344255462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06676083544831
M551,0.9583732951406416,0.85787459752317,0.7510072550528467,0.7277044723759745,0.7464140757275097,0.9170929492564835,,0.8568730243087415,0.7944335053843663,,0.9660297182546678,,0.9538575083168174,0.9382229665348412,0.9395384881050848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.18485798140031
M475,0.7552402755361316,0.7516587499924646,,0.9313732881221439,0.7753447213670226,0.919585500529783,,0.7612996964414777,,0.8900054914486366,,0.845069050128909,0.9259542844146738,0.8917438898751989,,,,,0.9167171554279525,,,0.9040165414782249,,0.9241039473395198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.652348118338374
M321,0.7285540841176152,0.9712500717136686,,0.81579274628018,0.8674178841493073,,,0.7246517058585562,0.7057512747482795,0.735151166993141,0.9324334750868102,,0.8095662715100616,0.8733675612300253,,0.9179563478969983,0.852601413248296,0.806140072620603,,,0.7739951868050523,,,0.9174753493889676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.04999953762489
M658,0.7563069743169073,0.7540492302525744,0.9062316016212049,,0.7232493975144796,0.7460888134406848,,0.9536017710807928,0.7921327984262942,0.8025724478606442,0.8045876188561314,,,0.8144983473537775,,0.8923135177192634,,0.7740957501646102,0.8134803519874757,,,0.9468452845993499,,0.821708481854752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.982726151620676
M295,0.9137301884104647,0.881874349334103,,0.869368639093227,0.9200360502319843,0.81633118780967,,0.7792338175818303,,,0.9315192378270295,0.9696423561561627,0.8417514806344719,,,,,,0.8623752618826604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.57972582046824
M454,0.7151261352810094,0.8362226972897557,,0.8747824644217991,0.887590970167364,0.7536606624104699,,0.9435436286293479,,,,,,0.8083251051096829,0.9033760492425165,0.8063606593797732,,0.8470329781122222,0.80976463050935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.382513403504975
M620,0.7745349900637524,0.7099858552123461,,0.9221519676349355,0.9268318983482587,0.9249529934513532,,0.8463506966576354,0.8281840730546273,0.9710582511028659,0.7437018288238908,,,0.7248114656917293,0.7591595087768845,0.8639228994093293,,,,,,,,0.7282148886147727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.73480297850907
M190,0.8087642539405895,0.746657374923327,,0.9109352682921319,0.929234776668339,0.7620013095844503,0.9708048944570048,0.9543421674268976,,0.9728870259572624,0.8495022807215243,0.8101811195719133,,0.787970891789955,0.8396801278579469,0.931115254318038,,,0.9262394584099498,,,0.7620777435755548,,0.9402414970576167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.54383338320497
M47,0.7621946015895498,0.7301824120613694,0.8875024032789137,,0.9187847285634773,,,0.8642471885219514,,0.7541463739850864,0.9595424502222182,,0.9140335409409861,0.9682725320685466,0.9210786927259863,0.8049612590055767,,0.7301002067627941,0.9763872763696848,,,0.7295720281404865,0.7354154096809329,0.7236311598253584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.03795187141333
M703,0.9552034570783499,0.8935458844888009,0.7306769552983814,0.8190328889378828,0.7161004458255096,0.9172200950439395,,0.7627522636484764,,0.9432076397736402,,,,0.8092289543285067,0.9260590717705641,,0.96915120056568,,,,0.9644519368750117,,,0.8531111404077114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5263037005853
M795,0.8459239856297095,0.9195674002181258,0.9589851298396992,0.754769556196419,0.9403267125910366,0.9418682028618022,0.862068360114368,0.8215796140418932,,0.9004821967281058,0.8708190370985809,,,0.7879814133914883,,,,0.8787477202741274,0.8568892416762292,,0.743604985798743,,,0.7017991726914328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.73758078253308
M352,0.7175537578995067,0.7469921299320895,0.8808682610491568,0.9166450559793317,0.7502683419736205,0.9645267019572311,,0.7887028262333788,,0.7974932561346578,0.7155245463748896,,,0.8138876697298217,,0.7687709586674895,0.7818814060941176,,0.8159115583318248,,,0.8572369302062723,,0.850470140169344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.58081416433415
M693,0.8133972664816534,0.762130545270323,0.7797913536548903,0.8874450532980425,0.8402698768504967,,,0.735620098500968,,0.8756594464258327,0.8056206055349944,0.815388558472337,,0.9233681767211537,0.7500450777553838,0.9295343302084309,0.9254923625436706,,0.7510843700887258,,0.7625575891618884,0.754802707118691,,0.7015426178983639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.530110166265864
M443,0.7183643396853783,0.7043967363260172,,0.7475900427737335,0.7370640478353959,0.7296572142551809,,0.937730106274672,,0.7896973534800042,,0.8151216493103528,0.902624905855795,,0.9199425158042658,0.7470842765560077,0.9761487907354993,,,,0.9163742649661808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.956556349706245
M20,0.8360665626898323,0.8173632262510413,,0.9360323470360916,0.8527565616030706,0.9105484502935058,,0.8295869085210058,,0.7815451601261756,0.9068982699097674,0.721931296052408,0.9335485572258262,0.772834249486352,,,,,,,,0.9680772248704643,,0.8811062614067116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0729509848891
M266,0.7997566748295405,0.794816672140888,,0.9299156027755103,0.747821040084514,0.9420782037709768,0.9404122334721718,0.9796732832544627,0.8782228485247048,0.8671944586012041,0.7345518917151324,0.7620307369721049,0.7574319496190782,0.8917277994616625,0.9182335119726768,,,0.7424860512946126,,,,0.7374928652597976,,0.9462457709351916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.52437221293451
M493,0.8164906686078017,0.9153045923183788,0.7756595962589915,0.8076257923645951,0.8493050482312487,,0.888325888780013,0.874953225788631,0.8712847240459228,0.7977732939205135,0.700084856196186,0.7351425703408586,,0.9560648052115182,,,,,,,0.7273880603328218,0.823474688141225,,0.7678470469043908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.58598572913016
M557,0.8442216534972848,0.810226676294804,0.7323270302772618,0.843361815980035,0.8486382936285296,,,0.7714722153831779,,0.7796427516354579,0.8174325903375916,,,,,,,,0.7455947345499245,,0.8185601623532957,,,0.9169880461726077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.31744259062578
M424,0.9748376188503867,0.7059533392128537,0.8109458111847145,0.930090857848928,0.9649877475781418,0.7314485176127995,,0.737082476140018,0.782310743205629,0.8515024936290907,,,0.7836028126620056,0.7732366826565408,0.9222595256933854,0.8774624101622113,,,0.8492805828669194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.107222385629473
